Titles	Genres
Scanners (1981)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Die Another Day (2002)[(4, 0.997)]	action
Solaris (2002)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Treasure Planet (2002)[(3, 0.997)]	animation
Brother (Brat) (1997)[(1, 0.996), (0, 0.001)]	action
Analyze That (2002)[(7, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Adaptation (2002)[(3, 0.998)]	comedy
Equilibrium (2002)[(7, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Hot Chick, The (2002)[(6, 0.998)]	comedy
Star Trek: Nemesis (2002)[(0, 0.966), (1, 0.004), (2, 0.004), (3, 0.004), (4, 0.004)]	sci-fi
Lord of the Rings: The Two Towers, The (2002)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Gangs of New York (2002)[(2, 0.658), (0, 0.34)]	action
My Neighbor Totoro (Tonari no Totoro) (1988)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	fantasy
Catch Me If You Can (2002)[(9, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Kangaroo Jack (2003)[(0, 0.852), (5, 0.143), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
National Security (2003)[(5, 0.758), (8, 0.215), (0, 0.004), (1, 0.003), (2, 0.003)]	comedy
Little Romance, A (1979)[(3, 0.512), (2, 0.381), (5, 0.1), (0, 0.001), (1, 0.001)]	romance
Biker Boyz (2003)[(0, 0.984), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Last Unicorn, The (1982)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
How to Lose a Guy in 10 Days (2003)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Shanghai Knights (2003)[(1, 0.992), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Thrill of It All, The (1963)[(5, 0.998)]	comedy
Pillow Talk (1959)[(4, 0.997)]	comedy
Old School (2003)[(3, 0.997)]	comedy
Core, The (2003)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Raising Victor Vargas (2002)[(0, 0.996), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)[(6, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Anger Management (2003)[(3, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Andromeda Strain, The (1971)[(5, 0.998)]	sci-fi
Legal Eagles (1986)[(0, 0.986), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
X2: X-Men United (2003)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)[(9, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Matrix Reloaded, The (2003)[(7, 0.997)]	sci-fi
Bruce Almighty (2003)[(0, 0.979), (2, 0.003), (3, 0.003), (4, 0.003), (1, 0.002)]	comedy
Finding Nemo (2003)[(1, 0.997)]	animation
Italian Job, The (2003)[(3, 0.998)]	action
28 Days Later (2002)[(9, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Charlie's Angels: Full Throttle (2003)[(6, 0.997)]	action
Hulk (2003)[(2, 0.997)]	action
Sinbad: Legend of the Seven Seas (2003)[(8, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Terminator 3: Rise of the Machines (2003)[(0, 0.998)]	action
Pirates of the Caribbean: The Curse of the Black Pearl (2003)[(3, 0.549), (1, 0.447), (0, 0.001), (2, 0.001), (4, 0.001)]	action
Bad Boys II (2003)[(8, 0.975), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	action
Johnny English (2003)[(4, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Lara Croft Tomb Raider: The Cradle of Life (2003)[(2, 0.989), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	action
One, Two, Three (1961)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Freaky Friday (2003)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
S.W.A.T. (2003)[(8, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Shaolin Soccer (Siu lam juk kau) (2001)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
American Splendor (2003)[(1, 0.998)]	romance
Agent Cody Banks (2003)[(3, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	action
THX 1138 (1971)[(0, 0.998)]	sci-fi
Tremors (1990)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Commando (1985)[(7, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Medallion, The (2003)[(5, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Matchstick Men (2003)[(8, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Once Upon a Time in Mexico (2003)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Lost in Translation (2003)[(9, 0.998)]	romance
Millennium Actress (Sennen joyû) (2001)[(9, 0.996), (0, 0.001)]	romance
Underworld (2003)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Bubba Ho-tep (2002)[(6, 0.997)]	comedy
Duplex (2003)[(7, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Rundown, The (2003)[(4, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Under the Tuscan Sun (2003)[(1, 0.975), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	romance
Triplets of Belleville, The (Les triplettes de Belleville) (2003)[(8, 0.997)]	animation
Rules of the Game, The (La règle du jeu) (1939)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Seven Brides for Seven Brothers (1954)[(7, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Avalon (2001)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Beethoven (1992)[(4, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Beethoven's 2nd (1993)[(7, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Cobra (1986)[(3, 0.998)]	action
Monty Python's The Meaning of Life (1983)[(0, 0.998)]	comedy
School of Rock (2003)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Intolerable Cruelty (2003)[(3, 0.776), (9, 0.211), (0, 0.002), (1, 0.002), (2, 0.002)]	romance
Kill Bill: Vol. 1 (2003)[(1, 0.997)]	action
Scary Movie 3 (2003)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Matrix Revolutions, The (2003)[(1, 0.996), (0, 0.001)]	sci-fi
Elf (2003)[(0, 0.996)]	comedy
Love Actually (2003)[(7, 0.999)]	comedy
Father of the Bride (1991)[(8, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Master and Commander: The Far Side of the World (2003)[(6, 0.997)]	action
Gorky Park (1983)[(9, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Hannah and Her Sisters (1986)[(3, 0.997)]	comedy
Housesitter (1992)[(7, 0.998)]	comedy
Hudson Hawk (1991)[(5, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Invasion of the Body Snatchers (1978)[(5, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Kindergarten Cop (1990)[(0, 0.984), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
King Ralph (1991)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Passenger 57 (1992)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Midnight Clear, A (1992)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Summer School (1987)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Show Me Love (Fucking Åmål) (1998)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Teen Wolf (1985)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Nothing to Lose (1997)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Court Jester, The (1956)[(7, 0.998)]	action
Play It Again, Sam (1972)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Night at the Opera, A (1935)[(7, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Shoot the Piano Player (Tirez sur le pianiste) (1960)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Big Fish (2003)[(1, 0.998)]	fantasy
Lord of the Rings: The Return of the King, The (2003)[(4, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Paycheck (2003)[(5, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Peter Pan (2003)[(6, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Along Came Polly (2004)[(7, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Great Gatsby, The (1974)[(2, 0.99), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Adventures of Ford Fairlane, The (1990)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Cool World (1992)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	animation
The Butterfly Effect (2004)[(4, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Lost Skeleton of Cadavra, The (2002)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Hip Hop Witch, Da (2000)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
50 First Dates (2004)[(9, 0.997)]	romance
Thief of Bagdad, The (1924)[(1, 0.971), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	fantasy
King Solomon's Mines (1985)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	action
Goodbye, Mr. Chips (1939)[(4, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Confessions of a Teenage Drama Queen (2004)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
EuroTrip (2004)[(7, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Good bye, Lenin! (2003)[(4, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Starsky & Hutch (2004)[(2, 0.996), (0, 0.001)]	comedy
Just One of the Guys (1985)[(8, 0.996), (0, 0.001)]	comedy
Girl Next Door, The (2004)[(2, 0.982), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Dawn of the Dead (2004)[(3, 0.996), (0, 0.001)]	action
Eternal Sunshine of the Spotless Mind (2004)[(8, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Jersey Girl (2004)[(0, 0.996), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Ladykillers, The (2004)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Hellboy (2004)[(5, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Home on the Range (2004)[(4, 0.997)]	animation
Walking Tall (2004)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Dawn of the Dead (1978)[(7, 0.997)]	action
Kill Bill: Vol. 2 (2004)[(6, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
13 Going on 30 (2004)[(5, 0.996), (0, 0.001)]	romance
Man on Fire (2004)[(9, 0.998)]	action
Laws of Attraction (2004)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Mean Girls (2004)[(6, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Valentin (Valentín) (2002)[(4, 0.976), (9, 0.023)]	comedy
Troy (2004)[(5, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Enemy Mine (1985)[(4, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Band of Brothers (2001)[(5, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Kingdom, The (Riget) (1994)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Babylon 5: In the Beginning (1998)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Explorers (1985)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Babylon 5: The River of Souls (1998)[(3, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	sci-fi
School For Scoundrels (1960)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Cypher (2002)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
After the Thin Man (1936)[(2, 0.996), (0, 0.001)]	comedy
Lammbock (2001)[(3, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
How to Succeed in Business Without Really Trying (1967)[(8, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Duck, You Sucker (1971)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Smiles of a Summer Night (Sommarnattens leende) (1955)[(8, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Death Race 2000 (1975)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Brigadoon (1954)[(7, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
How to Steal a Million (1966)[(5, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Shiri (Swiri) (1999)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Captain Blood (1935)[(3, 0.997)]	romance
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)[(2, 0.989), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Tale of Ham and Passion, A (Jamón, Jamón) (1992)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Shrek 2 (2004)[(3, 0.996), (0, 0.001)]	animation
Day After Tomorrow, The (2004)[(0, 0.997)]	sci-fi
Harry Potter and the Prisoner of Azkaban (2004)[(0, 0.998)]	fantasy
Chronicles of Riddick, The (2004)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Napoleon Dynamite (2004)[(5, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Super Size Me (2004)[(3, 0.998)]	comedy
Samsara (2001)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Dodgeball: A True Underdog Story (2004)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Terminal, The (2004)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
White Chicks (2004)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Notebook, The (2004)[(3, 0.998)]	romance
Kaena: The Prophecy (Kaena: La prophétie) (2003)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Claymation Christmas Celebration, A (1987)[(8, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Kopps (2003)[(5, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Philadelphia Experiment, The (1984)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Taxi (1998)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Fahrenheit 9/11 (2004)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Spider-Man 2 (2004)[(1, 0.986), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Before Sunset (2004)[(2, 0.982), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	romance
Anchorman: The Legend of Ron Burgundy (2004)[(9, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Cinderella Story, A (2004)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
I, Robot (2004)[(8, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	sci-fi
Bourne Supremacy, The (2004)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Garden State (2004)[(0, 0.984), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Musa the Warrior (Musa) (2001)[(2, 0.984), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	action
Collateral (2004)[(0, 0.999)]	action
Code 46 (2003)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Harold and Kumar Go to White Castle (2004)[(5, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Princess Diaries 2: Royal Engagement, The (2004)[(2, 0.997)]	romance
AVP: Alien vs. Predator (2004)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Yu-Gi-Oh! (2004)[(2, 0.989), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	animation
Cellular (2004)[(9, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Shaun of the Dead (2004)[(1, 0.993), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Ladder 49 (2004)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	action
I Heart Huckabees (2004)[(1, 0.991), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Primer (2004)[(6, 0.996), (0, 0.001)]	sci-fi
Incredibles, The (2004)[(1, 0.997)]	animation
Polar Express, The (2004)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	animation
Finding Neverland (2004)[(5, 0.999)]	fantasy
National Treasure (2004)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
SpongeBob SquarePants Movie, The (2004)[(6, 0.977), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	animation
Alexander (2004)[(4, 0.997)]	action
Closer (2004)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
House of Flying Daggers (Shi mian mai fu) (2004)[(3, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	fantasy
Damn Yankees! (1958)[(8, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Love Me If You Dare (Jeux d'enfants) (2003)[(2, 0.994), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Freshman, The (1925)[(4, 0.998)]	comedy
Atalante, L' (1934)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Topper (1937)[(4, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Holiday (1938)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Magnificent Obsession (1954)[(8, 0.997)]	romance
Music Man, The (1962)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Hobbit, The (1977)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Blue Thunder (1983)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Kiki's Delivery Service (Majo no takkyûbin) (1989)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Johnny Stecchino (1991)[(3, 0.978), (0, 0.003), (2, 0.003), (4, 0.003), (1, 0.002)]	comedy
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Fortress (1992)[(3, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Major League II (1994)[(9, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Lion King II: Simba's Pride, The (1998)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Who Am I? (Wo shi shei) (1998)[(5, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)[(5, 0.965), (0, 0.005), (1, 0.004), (2, 0.004), (3, 0.004)]	animation
Taxi 2 (2000)[(0, 0.996)]	romance
10th Kingdom, The (2000)[(6, 0.997)]	fantasy
2046 (2004)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Daria: Is It Fall Yet? (2000)[(1, 0.349), (0, 0.342), (3, 0.307)]	animation
Cube 2: Hypercube (2002)[(1, 0.98), (0, 0.003), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Battlestar Galactica (2003)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Animatrix, The (2003)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
11:14 (2003)[(7, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Lemony Snicket's A Series of Unfortunate Events (2004)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Very Long Engagement, A (Un long dimanche de fiançailles) (2004)[(0, 0.996)]	romance
Head-On (Gegen die Wand) (2004)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Cat Returns, The (Neko no ongaeshi) (2002)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Ju-on: The Grudge (2002)[(5, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Jacket, The (2005)[(4, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Millions (2004)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Starship Troopers 2: Hero of the Federation (2004)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Ong-Bak: The Thai Warrior (Ong Bak) (2003)[(7, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Sea Inside, The (Mar adentro) (2004)[(8, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Spanglish (2004)[(5, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Interpreter, The (2005)[(4, 0.998)]	action
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	animation
Scanner Darkly, A (2006)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Charlie and the Chocolate Factory (2005)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Life Aquatic with Steve Zissou, The (2004)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Phantom of the Opera, The (2004)[(2, 0.997)]	romance
Love Song for Bobby Long, A (2004)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Wizards (1977)[(0, 0.998)]	animation
Life and Death of Peter Sellers, The (2004)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Appleseed (Appurushîdo) (2004)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Assault on Precinct 13 (2005)[(3, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	action
Are We There Yet? (2005)[(4, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Howl's Moving Castle (Hauru no ugoku shiro) (2004)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Hitch (2005)[(4, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Constantine (2005)[(1, 0.997)]	fantasy
Kung Fu Hustle (Gong fu) (2004)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Sin City (2005)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Sahara (2005)[(4, 0.997)]	action
Trip to the Moon, A (Voyage dans la lune, Le) (1902)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Hitchhiker's Guide to the Galaxy, The (2005)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Lot Like Love, A (2005)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
xXx: State of the Union (2005)[(8, 0.997)]	action
Kingdom of Heaven (2005)[(6, 0.977), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	action
