MovieID,Titles,Plots,Genres
64614,Gran Torino (2008),"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",comedy
64622,"Reader, The (2008)","Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",romance
64839,"Wrestler, The (2008)","This is a drama about an aging professional wrestler, decades past his prime, who now barely gets by working small wrestling shows in VFW halls and as a part-time grocery store employee. As he faces health problems that may end his wrestling career for good he attempts to come to terms with his life outside the ring: by working full time at the grocery store, trying to reconcile with the daughter he abandoned in childhood and forming a closer bond with a stripper he has romantic feelings for. He struggles with his new life and an offer of a high-profile rematch with his 1980s arch-nemesis, The Ayatollah, which may be his ticket back to stardom.",romance
64957,"Curious Case of Benjamin Button, The (2008)","On the day that Hurricane Katrina hits New Orleans, elderly Daisy Williams (nee Fuller) is on her deathbed in a New Orleans hospital. At her side is her adult daughter, Caroline. Daisy asks Caroline to read to her aloud the diary of Daisy's lifelong friend, Benjamin Button. Benjamin's diary recounts his entire extraordinary life, the primary unusual aspect of which was his aging backwards, being diagnosed with several aging diseases at birth and thus given little chance of survival, but who does survive and gets younger with time. Abandoned by his biological father, Thomas Button, after Benjamin's biological mother died in childbirth, Benjamin was raised by Queenie, a black woman and caregiver at a seniors home. Daisy's grandmother was a resident at that home, which is where she first met Benjamin. Although separated through the years, Daisy and Benjamin remain in contact throughout their lives, reconnecting in their forties when in age they finally match up. Some of the revelations in Benjamin's diary are difficult for Caroline to read, especially as it relates to the time past this reconnection between Benjamin and Daisy, when Daisy gets older and Benjamin grows younger into his childhood years.",romance
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),"Takaki and Akari are two classmates in elementary school. During their time together they have become close friends. Their relationship is tested when Akari moves to another city because of her parents' jobs. Both of them struggle to keep their friendship alive, as time and distance slowly pulls them apart. When Takaki finds out that he is moving further away, he decides to visit Akari one last time.",animation
65126,Choke (2008),A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,comedy
65135,Blackadder's Christmas Carol (1988),"Edmund Blackadder and Baldrick his dogsbody are transplanted this time to Dickensian England in this one-off episode. He is kind, gentle and caring, but visits from an assortment of ghosts soon have him back to his old ways.",comedy
65230,Marley & Me (2008),"A family learns important life lessons from their adorable, but naughty and neurotic dog.",comedy
65261,Ponyo (Gake no ue no Ponyo) (2008),"An adventure about a five-year-old boy and his relationship with Ponyo, a goldfish princess who longs to become a human after falling in love with him.",animation
65514,Ip Man (2008),"In 1935 in Foshan, south China, there are martial arts schools on every street corner. Ip Man is the undisputed martial arts champion, yet he has not devoted himself to teaching. Despite this, it seems that all the kung fu masters of the city are eager to fight him to improve their reputation.",action
65577,"Tale of Despereaux, The (2008)","The tale of three unlikely heroes - a misfit mouse who prefers reading books to eating them, an unhappy rat who schemes to leave the darkness of the dungeon, and a bumbling servant girl with cauliflower ears - whose fates are intertwined with that of the castle's princess.",animation
65585,Bride Wars (2009),"In Manhattan, the lawyer Liv and the school teacher Emma have been best friends since their childhood. They both are proposed to by their boyfriends on the same day and they plan their wedding parties in Plaza Hotel, using the services of the famous Marion St. Claire. However, due to Marion's secretary's mistake, their weddings are scheduled for the same day. None of them agrees to change the date and they become enemies, trying to sabotage the wedding party of the rival.",comedy
65682,Underworld: Rise of the Lycans (2009),"The prequel story traces the origins of the centuries-old blood feud between the aristocratic vampires and their onetime slaves, the Lycans. In the Dark Ages, a young Lycan named Lucian emerges as a powerful leader who rallies the werewolves to rise up against Viktor, the cruel vampire king who has enslaved them. Lucian is joined by his secret lover, Sonja, in his battle against the Vampire army and his struggle for Lycan freedom.",action
65685,Inkheart (2008),"Mo has the special talent to bring characters out of books. One night he brings out three characters from Inkheart, a story set in medieval times and filled with magical beings. Capricorn and Basta, two villains, and Dustfinger, a fire-eater. Now, 10 years later Meggie discovers the truth and it's up to her to escape Capricorn's evil grasp.",fantasy
65802,Paul Blart: Mall Cop (2009),"When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day.",comedy
65982,Outlander (2008),"In 709 AD, in the Iron Age, a spacecraft crashes in the Viking kingdom of Herot, Norway, and the pilot Kainan survives. He turns the beacon on; learns the language and culture of the planet using a machine; and finds that the predator, Moorwen, that he was transporting, had escaped. While chasing the alien monster, he finds a village completely destroyed and is arrested by the warrior Wulfric, believing that he killed the locals - Kainan is brought to Herot as a prisoner.",sci-fi
66097,Coraline (2009),"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",animation
66171,Push (2009),A group of young American ex-pats with telekinetic and clairvoyant abilities are hiding from a clandestine U.S. government agency. They must utilize their different talents and band together for a final job enabling them to escape the agency forever.,action
66198,"International, The (2009)","In The International, Interpol Agent Louis Salinger and Manhattan Assistant District Attorney Eleanor Whitman are determined to bring to justice one of the world's most powerful banks. Uncovering illegal activities including money laundering, arms trading, and the destabilization of governments, Salinger and Whitman's investigation takes them from Berlin to Milan to New York and to Istanbul. Finding themselves in a high-stakes chase across the globe, their relentless tenacity puts their own lives at risk as the bank will stop at nothing - even murder - to continue financing terror and war.",action
66200,Two Lovers (2008),"Leonard Kraditor is a burned-out case, living with his immigrant parents after his fiance left him, helping out at their Brooklyn dry cleaners, taking photographs, at loose ends, suicidal. In quick succession, he meets two women: Sandra, the daughter of his parents' business associates, frank, direct, sensual, Jewish like Leonard; and, his neighbor Michelle, mercurial, rootless, fun, blond, unattainable. Michelle is in love with a married man and cries on Leonard's shoulder; Sandra wants to save him. Is Leonard willing to risk losing Sandra's fidelity for the moments Michelle's moods swing toward him? Can this end well?",romance
66203,He's Just Not That Into You (2009),"The needy Gigi Haim is a young woman seeking her prince charming somewhere amongst her unsuccessful dates. After dating estate agent Conor Barry, Gigi anxiously expects to receive a phone call from him. However Conor never calls her. Gigi decides to go to the bar where he frequents to see him, but she meets his friend Alex who works there. They become friends and Alex helps Gigi to interpret the subtle signs given out by her dates.",romance
66297,Futurama: Into the Wild Green Yonder (2009),"Dark forces older than time itself are on the attack, hell-bent on stopping the dawn of a wondrous new green age. Don't you hate when that happens? Even more shocking: Bender's in love with a married fembot, and Leela's on the run from the law - Zapp Brannigan's law! Fry is the last hope of the universe, recruited for an ultra-top-secret mission. Could this be the end of the Planet Express crew forever? Say it ain't so, meatbag!",animation
66509,Funny People (2009),"George is a very successful stand up comedian who learns that he has an untreatable blood disorder and is given less than a year to live. Ira is a struggling up-and-coming stand up comedian who works at a deli and has yet to figure out his onstage persona. One night, these two perform at the same club and George takes notice of Ira. George hires Ira to be his semi-personal assistant as well as his friend.",comedy
66659,Tyler Perry's Madea Goes to Jail (2009),"Mischievous grandma Madea lands in jail, where she meets a variety of mixed-up characters.",comedy
66934,Dr. Horrible's Sing-Along Blog (2008),"Dr. Horrible, an aspiring supervillain with his own video blog, is attempting to join the prestigious Evil League of Evil (led by the legendary ""thoroughbred of sin"", Bad Horse), but his plans are usually foiled by the egotistical superhero Captain Hammer. Horrible's life is thrown for a loop when he falls in love with Penny, a beautiful and optimistic advocate for the homeless he meets at the laundromat, a situation which complicates itself even further when Penny begins dating the boorish, oafish Hammer after he apparently saves her life. Faced with the task of impressing the League, can Horrible overcome his own incompetence to ruin the day, kill the hero, and still get the girl?",comedy
67087,"I Love You, Man (2009)","Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiance, can the trio learn to live happily ever after?",comedy
67197,Knowing (2009),M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,sci-fi
67295,Kung Fu Panda: Secrets of the Furious Five (2008),"With Po's status as the Dragon Warrior proven to all, Master Shifu has a new challenge for him; teaching Introduction to Kung Fu class to a bunch of a rambunctious bunny children. After getting the class to come to order, Po teaches them that fighting is only part of kung fu, while its true meaning is ""Excellence of Self."" To explain this philosophy, Po tells stories of each of his comrades, The Furious Five, and how they faced formative challenges in their youth that helped define them as true masters of kung fu.",animation
67408,Monsters vs. Aliens (2009),"When a meteorite from outer space hits a young California woman named Susan Murphy and turns her into a giant monster, she is taken to a secret government compound where she meets a ragtag group of monsters also rounded up over the years. As a last resort, under the guidance of General W.R. Monger, on a desperate order from The President, the motley crew of Monsters is called into action to combat the aliens and save the world from imminent destruction!",animation
67429,Sita Sings the Blues (2008),An animated version of the epic Indian tale of Ramayana set to the 1920s jazz vocals of Annette Hanshaw.,animation
67734,Adventureland (2009),"In 1987, James Brennan's dreams of a summer European tour before studying at an Ivy League school in New York City are ruined after his parents have a severe career setback. As a result, James must get a summer job to cover his upcoming expenses at the decrepit local amusement park, Adventureland, where he falls in love with a witty co-worker, Emily Lewin. In that bizarrely shady workplace, the young carnies have unforgettable and painful learning experiences about life, love and trust while James discovers what he truly values.",romance
67788,Confessions of a Shopaholic (2009),A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,romance
68157,Inglourious Basterds (2009),"In Nazi-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the ""Basterds"", a group of Jewish-American guerrilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl's plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history.",action
68237,Moon (2009),"Sam Bell has a three year contract to work for Lunar Industries. For the contract's entire duration, he is the sole employee based at their lunar station. His primary job responsibility is to harvest and periodically rocket back to Earth supplies of helium-3, the current clean and abundant fuel used on Earth. There is no direct communication link available between the lunar station and Earth, so his only direct real-time interaction is with GERTY, the intelligent computer whose function is to attend to his day to day needs. With such little human contact and all of it indirect, he feels that three years is far too long to be so isolated; he knows he is beginning to hallucinate as the end of his three years approaches. All he wants is to return to Earth to be with his wife Tess and their infant daughter Eve, who was born just prior to his leaving for this job. With two weeks to go, he gets into an accident at one of the mechanical harvesters and is rendered unconscious. Injured, he awakens back at the station in the infirmary, he assumes assisted by GERTY. GERTY tells him that a rescue team named Eliza will come to the station to clean up the aftermath of the accident. After his recuperation, he takes an unauthorized trip back to the broken harvester, where he makes an unexpected discovery. Because of his find, he begins to doubt his sanity, then his true identity, then the company and GERTY's willingness to do what is best for him. Because of his resulting beliefs, his sole mission becomes how to get back to Earth on his own.",sci-fi
68269,"Young Victoria, The (2009)","Dominated by her possessive mother and her bullying consort, Conroy, since childhood, teen-aged Victoria refuses to allow them the power of acting as her regent in the last days of her uncle, William IV's rule. Her German cousin Albert is encouraged to court her for solely political motives but, following her accession at age eighteen, finds he is falling for her and is dismayed at her reliance on trusty Prime Minister Melbourne. Victoria is impressed by Albert's philanthropy which is akin to her own desire to help her subjects. However her loyalty to Melbourne, perceived as a self-seeker, almost causes a constitutional crisis and it is Albert who helps restore her self-confidence. She proposes and they marry, Albert proving himself not only a devoted spouse, prepared to take an assassin's bullet for her, but an agent of much-needed reform, finally endorsed by an admiring Melbourne.",romance
68319,X-Men Origins: Wolverine (2009),"Two mutant brothers, Logan and Victor, born 200 years ago, suffer childhood trauma and have only each other to depend on. Basically, they're fighters and killers, living from war to war through U.S. history. In modern times, a U.S. colonel, Stryker, recruits them and other mutants as commandos. Logan quits and becomes a logger, falling in love with a local teacher. When Logan refuses to rejoin Stryker's crew, the colonel sends the murderous Victor. Logan now wants revenge.",action
68358,Star Trek (2009),"On the day of James Kirk's birth, his father dies on his ship in a last stand against a mysterious alien time-traveling vessel looking for Ambassador Spock, who, in this time, is also a child on Vulcan disdained by his neighbors for his half-human heritage. Twenty-five years later, Kirk has grown into a young troublemaker. Challenged by Captain Christopher Pike to realize his potential in Starfleet, he comes to annoy instructors like young Commander Spock. Suddenly, there is an emergency at Vulcan and the newly commissioned USS Enterprise is crewed with promising cadets like Nyota Uhura, Hikaru Sulu, Pavel Chekov and even Kirk himself, thanks to Leonard McCoy's medical trickery. Together, this crew will have an adventure in the final frontier where the old legend is altered forever as a new version of it begins.",sci-fi
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),"In this sequel to Red Cliff, Chancellor Cao Cao convinces Emperor Xian of the Han to initiate a battle against the two Kingdoms of Shu and Wu, who have become allied forces, against all ...",action
68554,Angels & Demons (2009),Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,action
68791,Terminator Salvation (2009),"In 2003, in the Longview State Correctional Facility, the criminal Marcus Wright is on death row, and is convinced by the cancerous Dr. Serena Kogan to donate his body to her research and he accepts. In 2018, after an unsuccessful attack to a Skynet facility, only John Connor survives, but he discovers that Skynet is developing the powerful new model T-800. Out of the blue, Marcus appears naked and with amnesia in the location. Marcus befriends the teenager Kyle Reese and the girl Star who help him to survive the lethal machines and they travel together in a Jeep. Meanwhile the resistance discovers a signal that might turn-off the machines and John offers to test it. When Kyle is captured by a machine and brought to the Skynet headquarters, Marcus decides to help the youngster and heads to Skynet; on the way, he saves Blair Williams who suggests to him that he should meet John Connor first. But Marcus steps on a mine and is submitted to surgery, when a secret about his origins is disclosed.",sci-fi
68848,"Brothers Bloom, The (2008)","Brothers - older Stephen and three years junior Bloom - have been con artists since they were kids. Stephen is the mastermind, for who the intricacy of the story used in the con is as important as the positive outcome of the swindle. Bloom is the main character of Stephen's stories, the character he considers the anti-hero. As adults, they travel the world and never enlist the same people twice in their cons, except for their consistent sidekick, the mysterious and primarily silent Bang Bang, a Japanese woman who just appeared in their lives one day and who has a penchant for blowing things up. As Bloom hits his mid-thirties, he wants to quit the business as he is losing his own identity to that of the characters he portrays; he doesn't know anymore what is real and what is make-believe. Stephen talks him into one last con, the mark to be the eccentric, lonely but beautiful New Jersey heiress, Penelope Stamp. Penelope's primary past-time in life is to, as she calls it, ""borrow hobbies"": when she sees something she likes, she learns how to do it solely through reading books. As the brothers go through their final con on Penelope, three main problems may occur to thwart the plan. First, the brothers' former mentor and now arch enemy, Diamond Dog, may exact his long awaited revenge on the brothers. Second, Penelope may end up being more unpredictable than all their former marks. And third, Bloom, who has let love slip by in his life, may fall for Penelope. But through the process, no one ever really knows who is conning who.",romance
68952,Drag Me to Hell (2009),"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",comedy
68954,Up (2009),"A young Carl Fredrickson meets a young adventure-spirited girl named Ellie. They both dream of going to a lost land in South America. 70 years later, Ellie has died. Carl remembers the promise he made to her. Then, when he inadvertently hits a construction worker, he is forced to go to a retirement home. But before they can take him, he and his house fly away. However, he has a stowaway aboard: an 8-year-old boy named Russell, who's trying to get an Assisting the Elderly badge. Together, they embark on an adventure, where they encounter talking dogs, an evil villain and a rare bird named Kevin.",animation
69122,"Hangover, The (2009)","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",comedy
69275,Dead Snow (Død snø) (2009),"Several friends take to the mountains and shack-up in the wilderness of back-of-beyond to enjoy a little R & R together, their peace is soon interrupted by a mysterious old man, warning them of a local curse that during the German occupation of the local area that these Nazi invaders were brutal and harsh in their methods of control. Telling of the legend of the villager's revolt that drove them up into the cold, dark mountains where they perished, that is until rumour of their return in the form of zombies, evil Nazi zombies.",comedy
69278,Land of the Lost (2009),"Palaeontologist Rick Marshall takes Will and Holly into a new world of danger, dinosaurs and big bug-eyed lizard people while trying to find their way back home and, too, save the universe and in doing so saving his reputation. With the dinosaur with brains, brawn and personality and the adventure of scientific advancement and exotic beasts in a far away land, it all adds up to time traveling fun and frolics.",comedy
69406,"Proposal, The (2009)","For three years, Andrew Paxton has slaved as the assistant to Margaret Tate, hard-driving editor at a New York publisher. When Margaret, a Canadian, faces deportation for an expired visa, she hatches a scheme to marry Andrew - he agrees if she'll promise a promotion. A skeptical INS agent vows to test the couple about each other the next Monday. Andrew had plans to fly home that weekend for his grandma's 90th, so Margaret goes with him - to Sitka, Alaska - where mom, dad, and grams await. Family dynamics take over: tensions between dad and Andrew, an ex-girlfriend, Andrew's dislike of Margaret, and her past color the next few days, with the INS ready to charge Andrew with fraud.",comedy
69436,Year One (2009),"Zed, a prehistoric would-be hunter, eats from a tree of forbidden fruit and is banished from his tribe, accompanied by Oh, a shy gatherer. On their travels, they meet Cain and Abel on a fateful day, stop Abraham from killing Isaac, become slaves, and reach the city of Sodom where their tribe is now enslaved. Zed and Oh are determined to rescue the women they love, Maya and Eema. Standing in their way is Sodom's high priest and the omnipresent Cain. Zed tries to form an alliance with Princess Innana, which may backfire. Can an inept hunter and a smart but slender and diffident gatherer become heroes and make a difference?",comedy
69481,"Hurt Locker, The (2008)","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",action
69524,Raiders of the Lost Ark: The Adaptation (1989),"A shot-for-shot remake of Raiders of the Lost Ark (1981), started by three 12-year-olds and completed over a period of six years.",action
69526,Transformers: Revenge of the Fallen (2009),"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",action
69640,Public Enemies (2009),"This is the story of the last few years of the notorious bank robber John Dillinger. He loved what he did and could imagine little else that would make him happier. Living openly in 1930s Chicago, he had the run of the city with little fear of reprisals from the authorities. It's there that he meets Billie Frechette with whom he falls deeply in love. In parallel we meet Melvin Purvis, the FBI agent who would eventually track Dillinger down. The FBI was is in its early days and Director J. Edgar Hoover was keen to promote the clean cut image that so dominated the organization through his lifetime. Purvis realizes that if he is going to get Dillinger, he will have to use street tactics and imports appropriate men with police training. Dillinger is eventually betrayed by an acquaintance who tells the authorities just where to find him on a given night.",romance
69720,Hood of Horror (2006),A hip hop horror anthology of three tales of terror told by the Hound of Hell that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.,comedy
69757,(500) Days of Summer (2009),"After it looks as if she's left his life for good this time, Tom Hansen reflects back on the just over one year that he knew Summer Finn. For Tom, it was love at first sight when she walked into the greeting card company where he worked, she the new administrative assistant. Soon, Tom knew that Summer was the woman with whom he wanted to spend the rest of his life. Although Summer did not believe in relationships or boyfriends - in her assertion, real life will always ultimately get in the way - Tom and Summer became more than just friends. Through the trials and tribulations of Tom and Summer's so-called relationship, Tom could always count on the advice of his two best friends, McKenzie and Paul. However, it is Tom's adolescent sister, Rachel, who is his voice of reason. After all is said and done, Tom is the one who ultimately has to make the choice to listen or not.",romance
69805,"Librarian, The: The Curse of the Judas Chalice (2008)","After retrieving the philosopher's stone at an auction but losing his girlfriend, The Librarian Flynn Carsen has a breakdown. Charlene and Judson ask him to spend some time on vacation. ...",action
69844,Harry Potter and the Half-Blood Prince (2009),"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",fantasy
69951,"Imaginarium of Doctor Parnassus, The (2009)","In London, the sideshow troupe of Doctor Parnassus promises the audience a journey to the ""Imaginarium"", an imaginary world commanded by the mind of Doctor Parnassus, where dreams come true. In the stories that Doctor Parnassus tells to his daughter Valentina, the midget Percy, and his assistant Anton, he claims to have lived for more than one thousand years; However, when he fell in love with a mortal woman, he made a deal with the devil (Mr. Nick), trading his immortality for youth. As part of the bargain, he promised his son or daughter to Mr. Nick on their sixteenth birthday. Valentina is now almost to the doomed age and Doctor Parnassus makes a new bet with Mr. Nick, whoever seduces five souls in the Imaginarium will have Valentina as a prize. Meanwhile the troupe rescues Tony, a young man that was hanged on a bridge by the Russians. Tony was chased until he finds and joins the group. Tony and Valentina fall in love with each other and the jealous Anton discovers that his competition may be a liar.",fantasy
70183,"Ugly Truth, The (2009)","A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",comedy
70286,District 9 (2009),"In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Merwe in charge. In this operation, Wikus is exposed to a strange alien chemical and must rely on the help of his only two new 'Prawn' friends.",sci-fi
70293,Julie & Julia (2009),"Julia Child and Julie Powell - both of whom wrote memoirs - find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",comedy
70305,Race to Witch Mountain (2009),"In Las Vegas, the regenerated ex-con Jack Bruno works as taxi driver. During an UFO Convention at Planet Hollywood, the skeptical Jack picks up Dr. Alex Friedman, who will present a scientific lecture in the event. Then he is pressed by two henchmen of his former boss, the criminal Wolff, that wants to talk to him, but Jack does not want to return to the crime life. Jack fights and gets rid of them; out of the blue, he finds two teenagers on the backseat of his cab. They tell that they are siblings, Sara and Seth, and they need to travel to a location outside Las Vegas in the middle of nowhere. Meanwhile the government finds a spacecraft that crashed nearby Las Vegas and is chasing the two aliens; after the investigation of the men of Major Henry Burke, they discover that the two siblings are the aliens. Jack Bruno, Sara and Seth are chased by Henry Burke's team and by the ""Syphon"", a killer from outer space that has been sent to kill them by the military of their planet that want to invade Earth. Sara and Seth explain that they traveled to Earth to collect scientific data of an experiment and save Earth from invasion, but they need to return immediately to their planet. Jack teams up with Dr. Alex to retrieve their spacecraft in a secret base in the Witch Mountain.",sci-fi
70336,G.I. Joe: The Rise of Cobra (2009),"Two soldiers stationed in Kazahkstan (Captain Duke Hauser and his partner ""Ripcord"") are ordered to transport special warheads created by MARS, an arms' manufacturer controlled by James McCullen. When they are attacked by thieves (led by Anastasia DeCobray, with whom Duke has history), they are saved by a top secret, international special forces unit known as ""G.I. Joe"". The leader of G.I. Joe, General Abernathy (or Hawk) is on the trail of the thieves: an evil organization called ""Cobra"". While Duke and Ripcord train to join the Joes, McCullen (""Destro"") is secretly working for Cobra and plotting to recapture his metal-eating ""Nanomite"" warheads. Duke and Ripcord (with help from Heavy Duty, Snake Eyes, and the rest of the Joes) must prove that they are Real American Heroes -- by stopping the launch of these warheads before Cobra uses them to take over the world.",sci-fi
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),The fate of the world is threatened by seemingly monstrous entities known as Angels. NERV is an organisation set up to counter this threat and it is up to young pilots to protect Earth but exactly what are the real motives behind NERV?,animation
70565,"Goods: Live Hard, Sell Hard, The (2009)","In a desperate attempt to save his rapidly failing used car dealership, Ben Selleck hires a crack team of ""car mercenaries"" to ramp up sales during the Fourth of July weekend. Led by the fast-talking, foul-mouthed, self-assured Don ""The Goods"" Ready, the group has three days to sell over 200 cars. But as Don undertakes his newest mission, and quickly falls for the boss's daughter Ivy, he realizes he'll have to trust more than his cars and his crafty skills in deceit to make a success out of the daunting weekend.",comedy
70567,Adam (2009),"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",romance
70599,"Time Traveler's Wife, The (2009)","When Henry DeTamble meets Clare Abshire in a Chicago library they both understand that he is a time traveler, but she knows much more about him as he has not yet been to the times and places where they have already met. He falls in love with her, as she has already with him, but his continuing unavoidable absences while time traveling - and then returning with increasing knowledge of their future - makes things ever more difficult for Clare.",romance
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)","In 1999, retired Argentinian federal justice agent Benjamn Espsito is writing a novel, using an old closed case as the source material. That case is the brutal rape and murder of Liliana Coloto. In addition to seeing the extreme grief of the victim's husband Ricardo Morales, Benjamn, his assistant Pablo Sandoval, and newly hired department chief Irene Menndez-Hastings were personally affected by the case as Benjamn and Pablo tracked the killer, hence the reason why the unsatisfactory ending to the case has always bothered him. Despite the department already having two other suspects, Benjamn and Pablo ultimately were certain that a man named Isidoro Gmez is the real killer. Although he is aware that historical accuracy is not paramount for the novel, the process of revisiting the case is more an issue of closure for him. He tries to speak to the key players in the case, most specifically Irene, who still works in the justice department and who he has always been attracted to but never pursued due to the differences in their ages and social classes. The other issue is that Gmez is still at large, no one aware if he is alive or dead. But as Pablo at the time mentioned that passion is one thing that cannot be changed in behavior, Benjamn learns now that that premise still holds true.",romance
71057,9 (2009),"In a world destroyed in a war between man and machine, a hand-stitched doll with the number 9 written on its back comes to life. The world he has awakened in is frightening, but he quickly learns that he is not alone and that there are others like him, also with a single digit written on their back. The first one he encounters is 2 who tells him something of what happened to the world. 2 is also thrilled with the disk 9 is carrying, one with three unique symbols on the front. 9 soon learns that the disk and some of the other dolls who are prepared to die for the good of humankind may be the last hope for man's salvation.",sci-fi
71106,Frequently Asked Questions About Time Travel (2009),"The script, written by Jamie Mathieson, follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub. Faris plays a girl from the future who sets the adventure in motion.",sci-fi
71135,Pandorum (2009),A pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities.,sci-fi
71156,"Men Who Stare at Goats, The (2009)","A reporter, trying to lose himself in the romance of war after his marriage fails, gets more than he bargains for when he meets a special forces agent who reveals the existence of a secret, psychic military unit whose goal is to end war as we know it. The founder of the unit has gone missing and the trail leads to another psychic soldier who has distorted the mission to serve his own ends.",comedy
71205,Jennifer's Body (2009),"Nerdy, reserved bookworm Needy Lesnicki, and arrogant, conceited cheerleader Jennifer Check are best friends, though they share little in common. They share even less in common when Jennifer mysteriously gains an appetite for human blood after a disastrous fire at a local bar. As Needy's male classmates are steadily killed in gruesome attacks, the young girl must uncover the truth behind her friend's transformation and find a way to stop the bloodthirsty rampage before it reaches her own boyfriend Chip.",comedy
71254,Gamer (2009),"In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free. Or won't he?",sci-fi
71264,Cloudy with a Chance of Meatballs (2009),"Flint Lockwood thinks he's a genius. But none of the things he invented are things that make sense or are useful. However, he has the support of his mother but when she dies, he's left alone with his father who thinks he should give it up. When the community that he lives in is in an economic crisis because their primary source of income, a sardine cannery, was shut down, Flint decides to try his latest invention, a machine that can turn water into food. But something goes wrong and the machine ends up in the atmosphere. Later it starts raining food. The shifty mayor tries to use this as a way to help their community, but when Flint senses something wrong with the machine, the mayor convinces him to ignore it. However, as Flint predicts, chaos ensues.",animation
71318,Terra (a.k.a. Battle for Terra) (2007),"A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it.",sci-fi
